,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
PDCD2,0.06204626,0.9213583,-2.5e-44,1.2687306,1.0838149,-1.4e-44,1.1227827,1.1244869,0.0654896,0.18354402,-2.4607672e-07,0.07061002,0.06771931,2.4011113e-11,0.07219106,-1.5e-44
MBTD1,0.09134296,0.9336753,-2.5e-44,1.2819827,1.0965741,-1.4e-44,1.1357486,1.1372392,0.094951026,0.20566067,-2.5710557e-07,0.10370629,0.09818044,2.4498887e-11,0.10604383,-1.7e-44
SMAD2,0.85070187,0.29097107,-1.7e-44,0.2956742,0.29214662,-1.7e-44,0.29689232,0.2903178,0.85441434,0.6271434,-2.7806718e-07,0.96004474,0.8816618,2.498729e-11,0.9842441,-2.2e-44
ARID3B,0.156031,0.7715078,-2.2e-44,1.0494766,0.9012946,-1.3e-44,0.93309504,0.93361676,0.15918002,0.2246089,-2.2911517e-07,0.17648673,0.16424413,2.3530941e-11,0.18094106,-1.5e-44
HOMER1,0.10380403,1.0092348,-2.8e-44,1.3848267,1.1849805,-1.5e-44,1.2271508,1.2287347,0.10778771,0.22616601,-2.8123023e-07,0.11789385,0.111580744,2.5874698e-11,0.12038739,-1.8e-44
GYPE,0.2598345,0.53292406,-1.7e-44,0.7062975,0.6134728,-1.1e-44,0.6343353,0.63335913,0.2623409,0.25843054,-1.901921e-07,0.2933099,0.27039176,2.1232035e-11,0.30110997,-1.3e-44
ZBTB2,0.6768436,0.28961095,-1.4e-44,0.31622916,0.30109453,-1.4e-44,0.3075871,0.30247003,0.6798759,0.507169,-2.314641e-07,0.7637454,0.7013328,2.304643e-11,0.7833004,-1.8e-44
MRS2,0.70200604,0.28445423,-1.4e-44,0.30585897,0.293485,-1.4e-44,0.29950434,0.29416242,0.7051115,0.5236813,-2.3658713e-07,0.7921467,0.72739613,2.3276235e-11,0.8123884,-2e-44
ISCA1,0.13012195,0.99333245,-2.8e-44,1.3594534,1.1646211,-1.5e-44,1.2058617,1.2071831,0.13413644,0.2417779,-2.83684e-07,0.14758272,0.13877447,2.5934564e-11,0.15081942,-1.8e-44
AMN1,0.6956828,0.27461857,-1.4e-44,0.2930774,0.28226194,-1.4e-44,0.28793994,0.2826253,0.6987216,0.5177748,-2.3221358e-07,0.7849921,0.72077626,2.4051355e-11,0.80508757,-1.8e-44
ITGA4,0.2021681,0.95536166,-2.8e-44,1.2976826,1.11545,-1.7e-44,1.154376,1.1549926,0.20629114,0.2853939,-2.9193853e-07,0.22886568,0.21325332,2.6369237e-11,0.23412369,-2e-44
CYP1B1,0.37196827,0.74936604,-2.4e-44,0.99104893,0.8620842,-1.5e-44,0.89073795,0.8893879,0.37584084,0.36980176,-2.7918375e-07,0.4202525,0.38805133,2.6839118e-11,0.430549,-2e-44
POLR2A,0.077567816,0.94116783,-2.5e-44,1.2941145,1.1062499,-1.4e-44,1.1458765,1.1475024,0.08115615,0.19735804,-2.5559146e-07,0.088165455,0.08394164,2.4426747e-11,0.09011599,-1.7e-44
IGDCC4,0.42400068,0.8728716,-2.8e-44,1.155073,1.0046704,-1.8e-44,1.0378935,1.0364304,0.42860737,0.4251216,-3.2686577e-07,0.47919273,0.4427935,2.8213699e-11,0.49059322,-2.2e-44
AIF1L,0.7551131,0.33280802,-1.7e-44,0.36585873,0.34732574,-1.5e-44,0.3547958,0.34913468,0.7586303,0.5678804,-2.63772e-07,0.85218227,0.7827783,2.458642e-11,0.873734,-2.1e-44
NIPSNAP1,0.19785117,0.493164,-1.5e-44,0.65932083,0.57031065,-1e-44,0.5901694,0.58960956,0.19994953,0.20947576,-1.6306403e-07,0.22326621,0.2058583,2.1164636e-11,0.22949803,-1.1e-44
VHL,0.23218201,1.0678105,-3.1e-44,1.4492593,1.2463231,-1.8e-44,1.289589,1.2902484,0.23690757,0.32380757,-3.3082915e-07,0.2629289,0.24509043,2.8251367e-11,0.2687266,-2.2e-44
KLHL6,0.26651973,0.53199476,-1.7e-44,0.70415175,0.61197126,-1.1e-44,0.6327262,0.63169146,0.2690475,0.26288712,-1.9167499e-07,0.30085632,0.2773191,2.1299334e-11,0.3088378,-1.3e-44
NR3C1,0.07621013,0.6350695,-1.7e-44,0.87115526,0.7451312,-1e-44,0.7721146,0.7729489,0.07846327,0.14811371,-1.706372e-07,0.08615209,0.08060112,2.0397238e-11,0.08878779,-1.1e-44
SECISBP2L,0.15029347,1.012121,-2.8e-44,1.382827,1.1855698,-1.7e-44,1.2273788,1.22858,0.1544662,0.25863266,-2.9412706e-07,0.17038655,0.15981284,2.6416359e-11,0.17411983,-2e-44
SH3BP5,0.15133028,0.82023674,-2.4e-44,1.1174425,0.9590803,-1.4e-44,0.99294424,0.9936334,0.15467319,0.22906274,-2.4136307e-07,0.17125598,0.1596767,2.3878188e-11,0.17546937,-1.5e-44
ARID3A,0.32450393,0.95255643,-3e-44,1.2780437,1.1047279,-1.8e-44,1.142274,1.1418557,0.3290792,0.36918762,-3.2299812e-07,0.36698258,0.3401092,2.8039591e-11,0.37552744,-2.2e-44
ASNS,-0.00016590788,0.8946211,-2.4e-44,1.2419016,1.0570288,-1.3e-44,1.0957036,1.0979981,-0.00013562142,0.12517734,-2.1822217e-07,-0.0001821588,-0.00014003411,2.26998e-11,-0.00018680318,-1.3e-44
ARHGAP28,0.011697635,0.6378055,-1.7e-44,0.8832488,0.7522684,-8e-45,0.78003156,0.7814148,0.013717771,0.10412431,-1.54603e-07,0.013319597,0.013712943,1.972109e-11,0.014219046,-1e-44
TJP2,0.0043854415,0.7127146,-1.8e-44,0.98774123,0.8411053,-1e-44,0.8720415,0.8736827,0.0067032725,0.11091176,-1.734049e-07,0.0051814467,0.0066024065,2.0508421e-11,0.0057082623,-1e-44
