,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
KRT8,-2e-44,0.19538122,0.9769412,-6.020377e-12,0.7671546,0.19606775,-2.2e-44,-2.2e-44,1.0151128,-2e-44,0.9076335,-1.8e-44,0.1486059,0.9728382,0.96673274,0.18847412
APPBP2,-2.1e-44,0.06598526,1.1305534,-6.98486e-12,0.88475126,0.06616418,-2.4e-44,-2.5e-44,1.1743234,-2.1e-44,1.0493085,-2e-44,0.051272407,1.1260806,1.1194872,0.06446391
GM24455,-1e-44,0.89261055,0.14129815,-7.706596e-13,0.12730491,0.8960283,-1e-44,-8e-45,0.14899378,-1.3e-44,0.13688377,-7e-45,0.6729879,0.13921435,0.1357826,0.8566525
GM26280,-8e-45,0.9307507,0.09755637,-4.958594e-13,0.093844496,0.93432045,-1e-44,-8e-45,0.10366099,-1.3e-44,0.09654896,-7e-45,0.7016952,0.095576026,0.092279084,0.89321256
SOX2,-1.4e-44,0.096192464,0.77025014,-4.5960124e-12,0.6036594,0.09631005,-1.7e-44,-1.7e-44,0.80012757,-1.4e-44,0.7152999,-1.4e-44,0.07056917,0.76702976,0.76237637,0.092158124
GM37746,-8e-45,0.9140898,0.09804781,-4.9151807e-13,0.09390769,0.91758347,-1e-44,-8e-45,0.10412514,-1.1e-44,0.09690094,-7e-45,0.6889589,0.0960892,0.09283803,0.8771704
LEFTY2,-1.7e-44,0.30715257,0.78284293,-4.777796e-12,0.6175673,0.3082432,-1.8e-44,-2e-44,0.81379616,-1.7e-44,0.7282954,-1.5e-44,0.23203334,0.7792796,0.7739414,0.29535532
SSBP4,-2e-44,0.117902756,1.0744511,-6.634743e-12,0.84189224,0.11828837,-2.4e-44,-2.4e-44,1.1161895,-2e-44,0.9975951,-1.8e-44,0.09038391,1.0701067,1.063678,0.11424187
APBB1,-2.1e-44,0.087045416,1.1064867,-6.834125e-12,0.86634225,0.08730747,-2.4e-44,-2.5e-44,1.1493819,-2.1e-44,1.027117,-2e-44,0.06712401,1.1020707,1.0955515,0.08465111
SEMA4C,-2e-44,0.16456288,1.0378017,-6.4119205e-12,0.81413966,0.16514191,-2.2e-44,-2.4e-44,1.0782483,-2e-44,0.96389186,-1.8e-44,0.12568024,1.0335232,1.0271649,0.15903245
QDPR,-2e-44,0.14808504,1.0262444,-6.327266e-12,0.80478716,0.1485821,-2.2e-44,-2.4e-44,1.0661968,-2e-44,0.95306927,-1.8e-44,0.11295672,1.0220308,1.0157856,0.14311995
CITED1,-1.8e-44,0.31258202,0.90806085,-5.6151767e-12,0.71556354,0.31376725,-2.1e-44,-2.2e-44,0.94388646,-2e-44,0.8444743,-1.7e-44,0.2375079,0.9040399,0.89798105,0.3010687
SMAD4,-1.3e-44,0.5103421,0.47427875,-2.8143453e-12,0.38025558,0.51219344,-1.4e-44,-1.4e-44,0.49382734,-1.4e-44,0.44335502,-1.1e-44,0.38416448,0.47153762,0.46734446,0.4898275
IFITM1,-1.8e-44,0.16646673,0.9815036,-6.037433e-12,0.77016425,0.16702309,-2.1e-44,-2.2e-44,1.0197717,-2e-44,0.91168493,-1.7e-44,0.12654166,0.9774249,0.9713781,0.16064775
ELL2,-1.8e-44,0.05167812,1.0247986,-6.273171e-12,0.80179983,0.051732674,-2.1e-44,-2.2e-44,1.0644267,-1.8e-44,0.9511273,-1.8e-44,0.039214194,1.0207262,1.0147697,0.05027701
GM45236,-8e-45,0.966411,0.0964813,-5.049853e-13,0.09369108,0.9701438,-1e-44,-8e-45,0.10264343,-1.3e-44,0.09577407,-7e-45,0.72895545,0.09445453,0.09105976,0.92754865
ELP2,-2.2e-44,0.0136074275,1.2044342,-7.4532784e-12,0.9415002,0.0135875195,-2.5e-44,-2.7e-44,1.2509245,-2.1e-44,1.11751,-2.1e-44,0.011996686,1.1997699,1.192913,0.014311597
MAPK3,-2e-44,0.23495659,1.0107064,-6.2637287e-12,0.79431343,0.23584314,-2.2e-44,-2.4e-44,1.0502979,-2.1e-44,0.93919885,-1.8e-44,0.17922775,1.006426,1.0000154,0.22671485
CSRP2,-2e-44,0.09110072,1.0868611,-6.7051312e-12,0.85107774,0.09137046,-2.4e-44,-2.4e-44,1.1290064,-2e-44,1.0089389,-1.8e-44,0.07001809,1.0825101,1.0760895,0.088480294
CCND1,-2e-44,0.2442524,0.9625863,-5.9471855e-12,0.7568736,0.24515477,-2.2e-44,-2.2e-44,1.0003369,-2e-44,0.89462316,-1.8e-44,0.18582857,0.9584659,0.9522988,0.23548013
ANKRD6,-2.1e-44,0.033139005,1.1352819,-7.001235e-12,0.88781524,0.03317003,-2.4e-44,-2.5e-44,1.1791441,-2e-44,1.0534899,-2e-44,0.026203126,1.1308388,1.1243144,0.03285213
SIRT1,-2.1e-44,0.02996999,1.1655583,-7.201631e-12,0.9114234,0.030003324,-2.4e-44,-2.5e-44,1.2105862,-2.1e-44,1.0815529,-2e-44,0.024099365,1.1610107,1.1543251,0.029917702
CRTAP,-2e-44,0.16817158,1.0092664,-6.2233495e-12,0.79190123,0.1687513,-2.2e-44,-2.2e-44,1.048616,-2e-44,0.93744665,-1.8e-44,0.12813862,1.0050855,0.99887735,0.16239703
CACHD1,-2e-44,0.10476588,1.0502177,-6.4671315e-12,0.82269436,0.10507774,-2.2e-44,-2.4e-44,1.0909797,-2e-44,0.9750357,-1.8e-44,0.08008151,1.0459791,1.0397252,0.101497516
CENPV,-2.1e-44,0.11115536,1.0861466,-6.70961e-12,0.8509055,0.11151655,-2.4e-44,-2.4e-44,1.12832,-2e-44,1.0084012,-2e-44,0.085347325,1.0817698,1.075295,0.10778959
UBE2S,-2e-44,0.16934815,1.0299448,-6.361751e-12,0.8080896,0.1699448,-2.2e-44,-2.4e-44,1.0701,-2e-44,0.95663416,-1.8e-44,0.12925681,1.0256879,1.01936,0.16361016
VSIR,-2e-44,0.19542511,1.0037125,-6.1988778e-12,0.78808427,0.19612661,-2.2e-44,-2.4e-44,1.0429226,-2e-44,0.9324652,-1.8e-44,0.14892215,0.99951303,0.9932569,0.18861997
SP8,-2e-44,0.22523269,0.9935076,-6.1445775e-12,0.78068066,0.22606513,-2.2e-44,-2.4e-44,1.0324047,-2e-44,0.9231854,-1.8e-44,0.17160976,0.9893029,0.98301727,0.2172844
TMSB4X,-1.8e-44,0.27435008,0.91364557,-5.634767e-12,0.7191931,0.27536318,-2.1e-44,-2.1e-44,0.9495814,-2e-44,0.84941614,-1.7e-44,0.20832896,0.90965855,0.90367943,0.26427394
ISYNA1,-2.1e-44,0.15002319,1.0849662,-6.7196613e-12,0.8507313,0.15056187,-2.4e-44,-2.5e-44,1.1272018,-2.1e-44,1.0075485,-2e-44,0.115059085,1.0805387,1.0739573,0.14521377
KLF10,-2e-44,0.093360275,1.0834942,-6.683731e-12,0.8484891,0.09363845,-2.4e-44,-2.4e-44,1.1255151,-2e-44,1.0058299,-1.8e-44,0.07171051,1.079152,1.0727439,0.09064311
HSP90AA1,-2.1e-44,0.044293717,1.1375953,-7.0218076e-12,0.8898385,0.044377133,-2.4e-44,-2.5e-44,1.1815783,-2.1e-44,1.0557052,-2e-44,0.034758136,1.1331279,1.126558,0.043602794
GNAS,-2e-44,0.13029747,1.047431,-6.460326e-12,0.82100755,0.13072483,-2.2e-44,-2.4e-44,1.0881557,-2e-44,0.97260994,-1.8e-44,0.099577405,1.0431663,1.0368537,0.12607302
AP1AR,-2e-44,0.1305633,1.0465617,-6.4546493e-12,0.8203331,0.13099156,-2.2e-44,-2.4e-44,1.0872535,-2e-44,0.97180533,-1.8e-44,0.09977158,1.0422999,1.0359913,0.12632576
GM2399,-8e-45,0.9614953,0.09643393,-5.0246157e-13,0.09355935,0.96520543,-1e-44,-8e-45,0.10258053,-1.3e-44,0.09569949,-7e-45,0.72519547,0.09441426,0.09103408,0.9228146
AQP3,-2e-44,0.19061534,0.9798039,-6.037258e-12,0.76930064,0.19128147,-2.2e-44,-2.2e-44,1.0180732,-2e-44,0.9102589,-1.8e-44,0.14499137,0.9756973,0.96958965,0.18389569
DKK1,-2e-44,0.15980223,1.006744,-6.202664e-12,0.78976804,0.16034214,-2.2e-44,-2.2e-44,1.0459726,-2e-44,0.9350549,-1.8e-44,0.121711515,1.0025839,0.99641436,0.15432778
FOXP1,-2e-44,0.18507554,1.0446612,-6.4671e-12,0.8198975,0.18575242,-2.4e-44,-2.4e-44,1.085431,-2.1e-44,0.9703824,-1.8e-44,0.14143978,1.0403292,1.0338726,0.1788122
MATR3,-2e-44,0.063978866,1.0428439,-6.399173e-12,0.81614405,0.06409988,-2.2e-44,-2.2e-44,1.0832062,-1.8e-44,0.9679418,-1.8e-44,0.048811764,1.0386893,1.0325955,0.06219223
CST3,-2e-44,0.11707409,1.0437288,-6.4295513e-12,0.81785864,0.1174389,-2.2e-44,-2.4e-44,1.0842732,-2e-44,0.96909374,-1.8e-44,0.08942573,1.0394962,1.0332428,0.113324955
FOXD3,-2e-44,0.1496102,1.0099586,-6.2193844e-12,0.79208475,0.15010527,-2.2e-44,-2.2e-44,1.0492835,-2e-44,0.937973,-1.8e-44,0.11395113,1.0058013,0.9996432,0.1445256
GATA6,-1.8e-44,0.19898015,0.93852353,-5.765887e-12,0.73718995,0.19966167,-2.1e-44,-2.1e-44,0.97521484,-1.8e-44,0.87202173,-1.7e-44,0.15095243,0.9345534,0.9286537,0.19179095
CTDSPL,-1.8e-44,0.33133733,0.8657971,-5.34203e-12,0.6828843,0.332585,-2.1e-44,-2.1e-44,0.9000353,-2e-44,0.80538976,-1.7e-44,0.25140473,0.8619015,0.856026,0.3189659
MANBA,-2e-44,0.18631107,1.0279381,-6.356182e-12,0.80684763,0.18698429,-2.2e-44,-2.4e-44,1.0680627,-2e-44,0.95487857,-1.8e-44,0.14220801,1.0236646,1.0172983,0.17993721
NR1D2,-2.1e-44,0.019069284,1.1260984,-6.9335245e-12,0.88036466,0.019030675,-2.4e-44,-2.4e-44,1.1695652,-2e-44,1.044884,-2e-44,0.015346274,1.1217079,1.1152762,0.019267797
RAD51,-2.2e-44,0.03619173,1.2007164,-7.438901e-12,0.9390289,0.036273226,-2.5e-44,-2.7e-44,1.2471255,-2.1e-44,1.1142024,-2.1e-44,0.029228792,1.1960337,1.1891321,0.036045313
GRB10,-1.8e-44,0.18859869,0.9636493,-5.928599e-12,0.75663257,0.18924661,-2.1e-44,-2.2e-44,1.0012863,-1.8e-44,0.89526224,-1.7e-44,0.14327857,0.9596035,0.95359266,0.18189117
BUB1B,-2e-44,0.20764716,1.0355488,-6.416757e-12,0.81320834,0.2084224,-2.4e-44,-2.4e-44,1.0760279,-2.1e-44,0.96207076,-1.8e-44,0.1586052,1.0312176,1.0247468,0.2005128
AGPAT4,-2e-44,0.3076649,0.9281675,-5.7469485e-12,0.7311877,0.30883884,-2.2e-44,-2.2e-44,0.9647595,-2e-44,0.8630935,-1.7e-44,0.23395988,0.9240812,0.91792345,0.2964115
ECD,-2.1e-44,0.07617551,1.1026382,-6.8034437e-12,0.86312443,0.07638571,-2.4e-44,-2.4e-44,1.145354,-2e-44,1.0234797,-2e-44,0.058770627,1.0982515,1.0917857,0.074168846
CRAMP1L,-2.1e-44,0.110443115,1.118354,-6.9240134e-12,0.87607044,0.110819116,-2.4e-44,-2.5e-44,1.1617745,-2.1e-44,1.0382702,-2e-44,0.08514282,1.1138623,1.1072081,0.10722856
TCEA1,-2.1e-44,0.08047694,1.1227092,-6.939235e-12,0.878898,0.080717966,-2.4e-44,-2.5e-44,1.1662153,-2.1e-44,1.0421231,-2e-44,0.06227213,1.118244,1.1116527,0.078388706
SNHG12,-8e-45,0.94891906,0.09706552,-5.008604e-13,0.0938108,0.95257175,-1e-44,-8e-45,0.10320166,-1.3e-44,0.09620693,-7e-45,0.71558446,0.09506132,0.09171422,0.9107064
GM9531,-8e-45,0.8911553,0.11362591,-5.8549525e-13,0.10564357,0.8945509,-1e-44,-8e-45,0.120244026,-1.1e-44,0.11120747,-7e-45,0.6715829,0.11164361,0.10837186,0.85514414
RIF1,-2.1e-44,-3.809929e-05,1.1721503,-7.230203e-12,0.9159264,-3.9269624e-05,-2.4e-44,-2.5e-44,1.2173395,-2.1e-44,1.0874565,-2e-44,-1.6643256e-05,1.1676265,1.161002,-2.5856345e-05
MCAM,-2e-44,0.20680855,1.0048,-6.211345e-12,0.7891538,0.20756288,-2.2e-44,-2.4e-44,1.044084,-2e-44,0.9335448,-1.8e-44,0.15763919,1.0005805,0.99428517,0.1995862
