,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
EPOR,-0.035735648,1.5697204,5.004051,2.9169652,-0.044213336,0.13381773,3.9724773e-06,-0.028538674,2.8899298,0.15058064,0.112949565,-0.043773405,0.004683963,-0.040795896,4.694429,-0.048812363
FOS,-0.03370684,1.6358095,4.720655,2.7504623,-0.04170073,0.84678113,3.7354578e-06,-0.026907884,2.724779,0.8717425,0.8369717,-0.041279934,0.004433157,-0.03847411,4.4253907,-0.04602879
HAGH,-0.033423558,1.6339424,4.6810412,2.7272751,-0.041350108,0.8945631,3.7031639e-06,-0.026680933,2.7017958,0.920048,0.8855639,-0.04093235,0.004397056,-0.03815035,4.3880043,-0.04564097
RASAL3,-0.031171298,1.4854964,4.3655286,2.543665,-0.038564485,0.65005684,3.4560617e-06,-0.02488585,2.520002,0.67231023,0.6396063,-0.038175453,0.004097177,-0.03558162,4.0928397,-0.04256754
IFI204,-0.015228822,0.77197796,2.133371,1.2419598,-0.018835757,0.4819866,1.6840046e-06,-0.012157298,1.2308538,0.5013567,0.4832757,-0.018635612,0.0020141483,-0.017387735,1.9973134,-0.020777924
PLXNC1,-0.032838397,1.4754618,4.5985746,2.6802363,-0.040628336,0.2709283,3.6476215e-06,-0.026222836,2.6553996,0.28890747,0.25419688,-0.0402221,0.0043075522,-0.03748771,4.3132067,-0.04485147
CHUK,-0.035354406,1.6467324,4.951064,2.8853185,-0.04374014,0.5695348,3.9232755e-06,-0.02822776,2.8584454,0.59142697,0.5546744,-0.043301616,0.004643075,-0.04035705,4.6428576,-0.04828445
RAB32,-0.026883546,1.314308,3.765319,2.1934974,-0.033259444,0.70493376,2.9775858e-06,-0.021460747,2.1731334,0.72723246,0.6986633,-0.032921348,0.0035370488,-0.03068697,3.529155,-0.036708057
TMEM176A,-0.043560952,1.9848082,6.0998735,3.5554636,-0.053893514,0.5131793,4.8382985e-06,-0.034782525,3.5222614,0.53556275,0.49100733,-0.053357158,0.005716146,-0.049724754,5.7215533,-0.059498403
GPR171,-0.035184924,1.6328267,4.927307,2.8715165,-0.04353053,0.5383388,3.904874e-06,-0.028092869,2.8447835,0.5598259,0.5232322,-0.043094266,0.004620248,-0.040163856,4.6206856,-0.048053354
BIRC5,-0.044067573,2.1535757,6.1713996,3.5960135,-0.05451787,1.2004862,4.8841052e-06,-0.03517695,3.5622103,1.231133,1.1869915,-0.05397048,0.0057966816,-0.050297208,5.7858124,-0.06017956
RNF4,-0.034838166,1.8004239,4.8791842,2.8418906,-0.04308897,1.3665988,3.8558214e-06,-0.027805563,2.8155146,1.4005557,1.3648589,-0.042644825,0.0046059103,-0.03976488,4.5705843,-0.047548845
MYC,-0.0055641443,0.3720555,0.7797693,0.45218754,-0.0068600276,0.49660036,6.114398e-07,-0.004441999,0.44916818,0.51960707,0.5097525,-0.0067642787,0.00077499525,-0.006362814,0.7238419,-0.0075396523
UBXN2B,-0.038585678,1.8674395,5.4037585,3.1486976,-0.047736514,0.95647275,4.2772335e-06,-0.0308026,3.1192079,0.9834305,0.94412845,-0.047256507,0.0050740545,-0.04404205,5.066205,-0.05269328
TES,-0.028066995,1.3556694,3.9309552,2.2901785,-0.034723755,0.6622696,3.1100717e-06,-0.022406502,2.2689123,0.6842301,0.65450644,-0.0343718,0.0036910782,-0.032038156,3.6848266,-0.038325746
PRKAB1,-0.03850162,1.8559527,5.391957,3.141878,-0.047632627,0.91954577,4.2684383e-06,-0.03073602,3.1124642,0.9460505,0.90681666,-0.047153898,0.00506229,-0.04394642,5.05528,-0.05257901
TEAD2,-0.03565775,1.5122079,4.9927883,2.9107637,-0.04411351,-0.0012848591,3.9689858e-06,-0.028481109,2.884015,-0.0011441723,-0.0015365995,-0.04367386,0.0046749706,-0.04071094,4.6843123,-0.048702564
NR2C1,-0.026738474,1.3030583,3.7449903,2.1816802,-0.03308005,0.68131995,2.9617902e-06,-0.02134524,2.1614356,0.7033118,0.6748371,-0.03274386,0.0035175672,-0.030521581,3.5101705,-0.03651023
TNFAIP2,-0.03871715,1.7392075,5.421616,3.1601756,-0.047901385,0.33132055,4.301545e-06,-0.030916845,3.1307743,0.35085317,0.31063044,-0.04742433,0.005078329,-0.04419742,5.085594,-0.052882984
TARS,-0.043152712,2.0239937,6.0429554,3.5218163,-0.053387508,0.77757096,4.788736e-06,-0.03445258,3.488849,0.8030411,0.7592034,-0.052854117,0.0056681805,-0.049256537,5.6670103,-0.058936346
STAP1,-0.0359612,1.6185157,5.0357866,2.9351645,-0.044491734,0.31677988,3.994772e-06,-0.0287161,2.907899,0.33574817,0.29814756,-0.04404778,0.0047172755,-0.041051805,4.7234526,-0.049117602
DCAF13,-0.03706146,1.8499764,5.1905723,3.0239787,-0.04584994,1.1786412,4.1040107e-06,-0.029582042,2.9955997,1.2080287,1.1704673,-0.045386586,0.0048791347,-0.042300377,4.8651404,-0.050607074
HDAC7,-0.016817443,0.84120834,2.3558586,1.3717375,-0.020803528,0.49431077,1.8602362e-06,-0.013425398,1.3593208,0.5134388,0.4939714,-0.020585706,0.0022190833,-0.019200074,2.206469,-0.022952516
APEH,-0.033778496,1.6255556,4.7306356,2.7563872,-0.041789643,0.78467774,3.7444036e-06,-0.026966022,2.7306669,0.8089049,0.7739143,-0.041368436,0.0044412417,-0.038556423,4.435024,-0.046127733
CLDN13,-0.042231254,1.805402,5.9131446,3.4474854,-0.052247796,-0.0006532183,4.6998666e-06,-0.033729598,3.4155765,-0.00049746153,-0.0009457252,-0.05173003,0.0055343905,-0.048212998,5.5482974,-0.057686318
SACM1L,-0.035550747,1.7794212,4.9790583,2.9006603,-0.04398098,1.1501476,3.9361694e-06,-0.028375976,2.8734584,1.1789849,1.1428084,-0.043535914,0.0046807937,-0.040576234,4.666698,-0.04854336
PHF10,-0.03674531,1.6777478,5.145662,2.999045,-0.045461405,0.43720606,4.0802515e-06,-0.029340519,2.9711359,0.45770964,0.41952026,-0.045007195,0.0048224055,-0.041945785,4.826093,-0.05018703
TFR2,-0.035297893,1.5666772,4.942834,2.881135,-0.043671492,0.20687786,3.922585e-06,-0.028187992,2.8544157,0.22443244,0.1872793,-0.043236263,0.0046281763,-0.04029562,4.6366534,-0.048213065
PTDSS1,-0.042390686,2.006187,5.936336,3.4595137,-0.052444473,0.84623754,4.7027893e-06,-0.033842992,3.4271147,0.8724278,0.82941264,-0.051919717,0.0055698496,-0.04838615,5.5666313,-0.057894036
ME2,-0.04400877,2.2089293,6.1634045,3.5908911,-0.054444168,1.4707446,4.8733796e-06,-0.035125997,3.5570517,1.5046058,1.4608546,-0.053895526,0.00579458,-0.0502278,5.7771726,-0.060094867
NAMPT,-0.03939823,1.9580028,5.517739,3.2147334,-0.04874088,1.2175442,4.3637106e-06,-0.031447664,3.184536,1.2477276,1.2079928,-0.048249263,0.00518582,-0.044967312,5.1721096,-0.05379931
TAF1,-0.03132783,1.4812425,4.387394,2.5565066,-0.0387583,0.59897435,3.4742832e-06,-0.025011616,2.5327377,0.62063885,0.5877612,-0.03836777,0.0041166097,-0.035760723,4.11358,-0.042782225
TCP11L2,-0.035913967,1.7157631,5.0295815,2.930757,-0.04443166,0.7804028,3.9823467e-06,-0.028671524,2.9033873,0.8048916,0.7679183,-0.043984916,0.004720692,-0.040993966,4.7156796,-0.049045596
TTLL12,-0.04077023,1.890709,5.709294,3.3274581,-0.0504404,0.62981224,4.5256256e-06,-0.032552063,3.296378,0.653183,0.6114202,-0.049936607,0.005353254,-0.04653834,5.354401,-0.05568341
UBA3,-0.044153444,2.1086483,6.183222,3.6032944,-0.054624923,0.9735297,4.897181e-06,-0.03524889,3.569494,1.0014851,0.95696455,-0.054078143,0.005803228,-0.050397146,5.797864,-0.060300548
VPS41,-0.026653554,1.3139716,3.733159,2.1746655,-0.03297472,0.74918103,2.9512792e-06,-0.021276414,2.154466,0.77197385,0.7437033,-0.03263906,0.0035078586,-0.030424071,3.4987779,-0.036393084
ZBTB20,-0.032906376,1.5588139,4.6084237,2.6853411,-0.04071114,0.64672685,3.6493886e-06,-0.026271572,2.6603374,0.6691878,0.6348519,-0.040301364,0.00432423,-0.037562132,4.3208747,-0.044938326
STT3B,-0.033514436,1.6540864,4.693831,2.734605,-0.041462276,0.9705436,3.7121147e-06,-0.02675239,2.7090328,0.9969492,0.96246296,-0.041042887,0.004410525,-0.03825344,4.3996916,-0.045763925
NCOA6,-0.037069328,1.5882719,5.1905913,3.0260537,-0.04586343,-0.00046481518,4.124075e-06,-0.029606534,2.9980638,-0.00031622066,-0.00070953264,-0.045408506,0.0048561096,-0.04232007,4.8702126,-0.050636556
NUPR1,-0.028558902,1.4166025,3.9999828,2.3301222,-0.035331685,0.84885,3.1619825e-06,-0.022796595,2.3084188,0.8731011,0.84314996,-0.034972496,0.0037593304,-0.03259806,3.7488434,-0.038994867
GM8995,-0.021497197,0.9560662,3.0107358,1.754405,-0.02659748,0.1049982,2.3868504e-06,-0.017167965,1.7383887,0.119386286,0.095227376,-0.026328214,0.0028195698,-0.024543883,2.8232963,-0.029358
GYPA,-0.037803106,1.6853411,5.293593,3.085624,-0.046770748,0.26188654,4.200794e-06,-0.030187892,3.0569503,0.28045106,0.24102147,-0.04630514,0.004957241,-0.04315467,4.9657025,-0.051635187
PPIL4,-0.035948917,1.7833222,5.0347466,2.9332447,-0.044473827,1.0890294,3.9814686e-06,-0.02869487,2.9057536,1.117194,1.0805544,-0.044024434,0.004731648,-0.041031245,4.7192335,-0.0490884
NFE2L2,-0.026932608,1.3279368,3.7722352,2.1974394,-0.033319958,0.75882506,2.9822165e-06,-0.021499133,2.1770213,0.7817713,0.75322235,-0.03298088,0.0035445823,-0.030742513,3.5354211,-0.03677423
MEIS1,-0.021474788,1.094893,3.0079792,1.7516234,-0.02656185,0.74408257,2.3758644e-06,-0.017141707,1.7356288,0.767625,0.7439875,-0.026284687,0.0028380053,-0.024515131,2.8171778,-0.029306911
ZDHHC13,-0.031855334,1.5529656,4.461443,2.5993052,-0.03941013,0.82885575,3.5294925e-06,-0.02542949,2.5750587,0.8533392,0.820242,-0.039011616,0.004190416,-0.036360886,4.1821303,-0.043499283
PHB2,-0.03706481,1.7403454,5.190593,3.0248613,-0.045855913,0.66593933,4.1123103e-06,-0.029592302,2.9966357,0.6892152,0.65097433,-0.045396216,0.004868959,-0.042308543,4.8673134,-0.05061992
UTP4,-0.03484167,1.6101443,4.879224,2.8435345,-0.043106016,0.50082636,3.86722e-06,-0.027819296,2.8170784,0.52182126,0.48547238,-0.042674124,0.004574535,-0.039772373,4.575705,-0.047584977
MKI67,-0.04335266,2.0560067,6.0710435,3.538012,-0.0536345,0.8872453,4.8093148e-06,-0.034610644,3.504857,0.9140563,0.8701671,-0.05309793,0.0056966203,-0.049483836,5.692918,-0.05920779
KPNA3,-0.040046588,1.9166082,5.6082206,3.2680557,-0.049544163,0.8949828,4.4409185e-06,-0.03197022,3.2374551,0.92141426,0.88067096,-0.049047112,0.005264017,-0.045710105,5.2584043,-0.05469038
HNRNPAB,-0.035841525,1.8121258,5.019795,2.9242253,-0.044338465,1.239467,3.967775e-06,-0.028607348,2.8968534,1.2700298,1.233601,-0.043887906,0.0047239005,-0.040908374,4.7042446,-0.048935454
ZFP62,-0.034198795,1.7248291,4.789772,2.7902074,-0.042306926,1.1605504,3.7858576e-06,-0.027296476,2.7641084,1.1897713,1.1548401,-0.041876987,0.004506371,-0.03903373,4.4887285,-0.046693243
IKZF2,-0.029765615,1.2800641,4.168143,2.4296951,-0.03682773,-0.0002936782,3.3099752e-06,-0.023773288,2.4073255,-0.0001541841,-0.00047607315,-0.03646044,0.0038991172,-0.033982873,3.910393,-0.040657785
SMC2,-0.048528034,2.2115788,6.7952914,3.9609518,-0.060038574,0.582533,5.390523e-06,-0.038748313,3.923887,0.60644376,0.55729103,-0.059442252,0.006367768,-0.055393763,6.374095,-0.06628409
VDR,-0.034290995,1.5251724,4.8018794,2.7989118,-0.042425714,0.21364045,3.8103178e-06,-0.027383763,2.7729692,0.2311433,0.19498272,-0.042002507,0.004496511,-0.039146245,4.504302,-0.046837166
SLC25A21,-0.03500236,1.5366956,4.9013863,2.8571,-0.043306105,0.12568977,3.8909143e-06,-0.02795317,2.8306336,0.14224297,0.1053258,-0.042875014,0.004587809,-0.03995896,4.598084,-0.04781054
HAUS2,-0.037881285,1.8433247,5.3051715,3.0911496,-0.046864927,0.9841925,4.1983403e-06,-0.030239651,3.0621963,1.0113833,0.97279733,-0.046393156,0.0049824254,-0.043237794,4.9735384,-0.05173038
ID2,-0.024301128,1.179463,3.4036975,1.9827754,-0.030064872,0.58973455,2.6917035e-06,-0.019400077,1.9644437,0.6102928,0.5840107,-0.029758519,0.0031966278,-0.027740287,3.190162,-0.03318141
HDAC11,-0.04073222,1.7734115,5.703498,3.3249962,-0.050395276,0.08950475,4.529744e-06,-0.0325297,3.29411,0.10643476,0.064027265,-0.04989585,0.005337099,-0.04649953,5.351229,-0.05564017
HARS2,-0.032131746,1.5551602,4.5001,2.6219282,-0.039752267,0.784014,3.560976e-06,-0.025650905,2.5974817,0.8080027,0.7745961,-0.039350774,0.004225672,-0.03667678,4.2186074,-0.043877687
EMILIN2,-0.022906203,1.0421289,3.208097,1.8693092,-0.028340327,0.2262412,2.5419342e-06,-0.018291434,1.8521665,0.2422742,0.2168772,-0.02805331,0.00300651,-0.026151147,3.008065,-0.03128129
BUB1B,-0.040217113,1.9758934,5.632306,3.2816913,-0.04975428,1.1379069,4.4561584e-06,-0.03210282,3.2508848,1.1672599,1.1266662,-0.049253434,0.0052913628,-0.045902684,5.279995,-0.054919474
CRYZL2,-0.041550588,1.8433833,5.818208,3.3916225,-0.051407203,0.2532471,4.618376e-06,-0.03318084,3.360054,0.2722466,0.22925587,-0.050896786,0.005447612,-0.04743226,5.4582276,-0.056755718
LRRC14,-0.034163173,1.6208667,4.784401,2.7879138,-0.042265914,0.6861088,3.7887767e-06,-0.02727469,2.761926,0.7092165,0.67374796,-0.041840807,0.004489558,-0.038996343,4.4859104,-0.04665492
USP37,-0.032180153,1.5958743,4.5070367,2.625666,-0.039811537,0.96456397,3.5635792e-06,-0.025686894,2.6011274,0.99070835,0.9574525,-0.03940815,0.0042357426,-0.036730498,4.224362,-0.043940935
TTF2,-0.032996293,1.5652328,4.621021,2.6926684,-0.040822327,0.65877926,3.659216e-06,-0.026343202,2.6675913,0.68139553,0.6470088,-0.04041139,0.00433625,-0.03766466,4.3326497,-0.045060977
CDC20,-0.041973863,2.0493915,5.878233,3.425141,-0.05192776,1.1311127,4.6519517e-06,-0.033505898,3.3929777,1.1606319,1.1183782,-0.05140594,0.0055211796,-0.047907956,5.5108895,-0.057319924
SLC20A1,-0.03219841,1.5342413,4.5093374,2.6275034,-0.039835155,0.67303884,3.5701191e-06,-0.025705785,2.6030393,0.69571567,0.66208243,-0.039433658,0.0042321,-0.036753815,4.2277455,-0.04397057
OASL2,-0.036207404,1.664943,5.0704,2.9550676,-0.04479574,0.4845809,4.0196023e-06,-0.028910238,2.9275606,0.5055802,0.46795273,-0.04434763,0.004752974,-0.0413314,4.7552414,-0.04945129
ABTB1,-0.02313068,1.1385106,3.2398782,1.8871562,-0.028616618,0.63169026,2.560673e-06,-0.018464709,1.8697169,0.65258336,0.62748003,-0.028323982,0.003044285,-0.02640394,3.0361974,-0.031581476
FAM234B,-0.04423062,1.9667219,6.1934314,3.610402,-0.0547228,0.29525313,4.9162622e-06,-0.035320554,3.5767481,0.31513342,0.26967394,-0.054180007,0.005799294,-0.050490983,5.8102965,-0.060416922
WDR75,-0.030656708,1.5948186,4.293634,2.5005672,-0.03791441,1.235673,3.3924307e-06,-0.02446839,2.4775193,1.2679085,1.235909,-0.037520256,0.004058143,-0.034993723,4.0211983,-0.04183464
SMAD2,-0.03844057,1.8192973,5.383273,3.137082,-0.04755768,0.760535,4.2641e-06,-0.030689616,3.107764,0.7851342,0.74571097,-0.04708083,0.005051008,-0.043878082,5.0477967,-0.052498173
WDR4,-0.038145717,1.860422,5.342215,3.1127086,-0.047191996,1.0113732,4.2273755e-06,-0.03045043,3.0835423,1.0389205,1.0001079,-0.04671686,0.005017599,-0.043539397,5.0081997,-0.052091256
VIM,-0.021091176,1.0578858,2.9543114,1.7205184,-0.026090913,0.655638,2.3337197e-06,-0.016836042,1.7047344,0.6771909,0.65393907,-0.02582102,0.002781269,-0.02407676,2.7676604,-0.028790137
PFKM,-0.03406768,1.6713383,4.771255,2.7798138,-0.042146858,0.9408672,3.7742006e-06,-0.027194662,2.7538223,0.96699953,0.93195814,-0.04172106,0.0044823294,-0.038885187,4.4724994,-0.046520334
CENPA,-0.041571107,2.020894,5.8218045,3.392318,-0.05142967,1.0782784,4.607907e-06,-0.033185028,3.3604827,1.1071125,1.0651504,-0.050913047,0.0054673664,-0.047448687,5.45814,-0.05677048
TAF12,-0.039124474,1.8264735,5.478925,3.193046,-0.048404172,0.6577631,4.341871e-06,-0.031237314,3.1632307,0.68123984,0.641038,-0.047919884,0.0051384,-0.044659585,5.1380234,-0.05343428
ELF4,-0.03682069,1.7845306,5.156637,3.0046253,-0.04555294,0.92086756,4.081176e-06,-0.029393576,2.9765117,0.9471587,0.9095456,-0.04509433,0.0048422962,-0.042027738,4.834364,-0.050282214
