,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
A1BG,1.5265083,1.5101261,-2.2e-44,0.7182958,-1.7e-44,1.2453613,-1.1e-44,1.524062,-1.5e-44,1.1600722,-1.7e-44,1.4438771,1.4752587,-1.7e-44,-4.2e-44,-1.5e-44
A2M-AS1,1.4965509,1.4804862,-2.2e-44,0.7042048,-1.7e-44,1.2209351,-1.1e-44,1.4941483,-1.5e-44,1.1373141,-1.7e-44,1.4155405,1.4463073,-1.7e-44,-4.2e-44,-1.5e-44
A4GALT,1.5532877,1.5366215,-2.4e-44,0.73089206,-1.8e-44,1.2671969,-1.1e-44,1.5508021,-1.5e-44,1.1804162,-1.7e-44,1.4692075,1.5011384,-1.8e-44,-4.3e-44,-1.5e-44
AAAS,0.98323154,0.9726099,-1.5e-44,0.4627559,-1.3e-44,0.8023947,-8e-45,0.98158073,-1.1e-44,0.7473555,-1.1e-44,0.9299961,0.95022845,-1.3e-44,-2.8e-44,-1e-44
AACS,0.19037184,0.18815744,-4e-45,0.08982033,-4e-45,0.15592743,-4e-45,0.18988226,-4e-45,0.14503564,-4e-45,0.18003663,0.18399823,-4e-45,-6e-45,-1e-45
AAED1,1.4382994,1.4228524,-2.2e-44,0.67680514,-1.7e-44,1.1734391,-1.1e-44,1.4359821,-1.4e-44,1.0930616,-1.5e-44,1.3604407,1.3900123,-1.7e-44,-4e-44,-1.4e-44
AAGAB,1.3637285,1.3490722,-2.1e-44,0.6417295,-1.5e-44,1.1126374,-1.1e-44,1.3615205,-1.4e-44,1.0364118,-1.5e-44,1.2899052,1.317946,-1.5e-44,-3.8e-44,-1.4e-44
AAK1,0.21435437,0.21188569,-6e-45,0.10110094,-4e-45,0.17548183,-4e-45,0.21382967,-4e-45,0.16325468,-4e-45,0.20272149,0.20717528,-4e-45,-7e-45,-1e-45
AAMDC,1.2553619,1.2418545,-2e-44,0.59075713,-1.5e-44,1.0242792,-1e-44,1.2533126,-1.3e-44,0.9540876,-1.4e-44,1.1874019,1.2132188,-1.4e-44,-3.5e-44,-1.3e-44
AAR2,0.773565,0.7651664,-1.3e-44,0.3641355,-1e-44,0.6314406,-7e-45,0.7722212,-8e-45,0.58807594,-1e-44,0.73167413,0.7476038,-1e-44,-2.2e-44,-7e-45
AARSD1,1.4083253,1.3931961,-2.1e-44,0.66270626,-1.7e-44,1.1489993,-1.1e-44,1.406052,-1.4e-44,1.0702909,-1.5e-44,1.3320886,1.361045,-1.7e-44,-3.9e-44,-1.4e-44
